name,name_ingles,level,flavour,description,details,page,somatic,verbal,material,cost,gp,ritual,concentration,abjuracion,conjuracion,adivinacion,encantamiento,evocacion,ilusionismo,nigromancia,transmutacion,como_usar,Clase del Hechizo
Cordón de flechas,Cordon of Arrows,2,4 flechas mágicas.,"Tocas hasta cuatro flechas o virotes no mágicos y los clavas en el suelo dentro de tu espacio. Hasta que el conjuro termine, la munición no podrá extraerse por la fuerza, y siempre que una criatura que no seas tú entre en un espacio a 9 m / 30 pies o menos de la munición por primera vez en un turno o termine su turno allí, uno de los proyectiles saldrá volando para atacarla. La criatura deberá superar una tirada de salvación de Destreza o sufrirá 2d4 de daño perforante. A continuación, el proyectil se destruye. El conjuro termina cuando no quede munición clavada en el suelo.
Cuando lanzas este conjuro, puedes designar criaturas de tu elección para que el conjuro las ignore.
Con un espacio de conjuro de nivel superior. La cantidad de munición que puedes hechizar aumenta en 2 por cada nivel por encima de 2 que tenga el espacio.
","8 h.
Toque
Acción",265 MdJ,TRUE,TRUE,TRUE,~,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TdS Des.,Explorador
Corona de la locura,Crown of Madness,2,La locura se posa como una corona.,"Una criatura que veas dentro del alcance debe superar una tirada de salvación de Sabiduría o quedar hechizada; los no humanoides superan automáticamente. Aparece una corona espectral sobre su cabeza y debe usar su acción antes de moverse para atacar cuerpo a cuerpo a una criatura que elijas; si no eliges objetivo o no hay alcance, actúa normalmente. Repite la tirada de salvación al final de cada turno, liberándose si tiene éxito. Debes usar la acción de magia en tus turnos para mantener el control, o el conjuro termina.","1 min
36 m / 120 f / 24 cas
Acción",265 MdJ*,TRUE,TRUE,FALSE,~,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TdS Sab.,"Bardo, Brujo, Hechicero, Mago"
Creación,Creation,5,La materia obedece.,"Tomas hebras de sombra del Páramo Sombrío para crear un objeto dentro del alcance. Puede ser un objeto de materia vegetal (tela, cuerda, etc.) o mineral (piedra, cristal, etc.). El objeto no puede ser mayor que un cubo de 1,5 m / 5 pies de lado y debe tener una forma y un material que hayas visto. Revisa la duracion en la siguiente tabla. Con varios materiales, su duración será la menor. No puedes usar un objeto creado con este conjuro para crear otro usando este mismo conjuro.
Material
Material Vegetal
Piedra o cristal
Metales preciosos
Gemas
Adamantina o mithral

Duración
24 horas
12 horas
1 hora
10 minutos
1 minuto

Con un espacio de conjuro de nivel superior. El tamaño del cubo aumenta en 1,5 m / 5 pies por cada nivel por encima de 5 que tenga el espacio.
","Especial
9 m / 30 f / 6 cas
1 min",265 MdJ*,TRUE,TRUE,TRUE,~,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Directo,"Hechicero, Mago"
Crear comida y agua,Create Food and Water,3,Sustento nacido de la fe.,"Creas 22,5 kg de comida y 120 l / 31,7 galones de agua potable en el suelo o en recipientes dentro del alcance, ideales para evitar los peligros de la desnutrición y la deshidratación. La comida es sosa pero nutritiva y tiene el aspecto de una comida de tu elección, mientras que el agua está limpia. La comida se estropea si no se consume en 24 horas.
","Instant.
9 m / 30 f / 6 cas
Acción",265 MdJ,TRUE,TRUE,FALSE,~,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directo,"Clerigo, Paladín"
Crear llama,Produce Flame,Truco,Una chispa en la mano.,"En tu mano aparece una llama titilante, que permanece hasta que termine el conjuro. En tu mano, la llama no genera calor, no puede quemar nada y emite una luz brillante en un radio de 6 m / 20 pies y luz tenue 6 m / 20 pies más allá.El conjuro termina si lo vuelves a lanzar.
Hasta que el conjuro termine, puedes usar una acción de magia para arrojar la llama a una criatura u objeto a 18 m o menos de ti. Haz un ataque de conjuro a distancia. Si acierta, el objetivo recibe 1d8 de daño de fuego.
Mejora de truco. El daño aumenta en 1d8 cuando alcanzas los niveles 5 (2d8), 11 (3d8) y 17 (4d8).","10 min
Lanzador
Acción adicional",266 MdJ,TRUE,TRUE,FALSE,~,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directo,Druida
Crear muerto viviente,Create Undead,6,La muerte obedece.,"Solo puedes lanzar este conjuro de noche y eliges hasta tres cadáveres de humanoides Pequeños o Medianos dentro del alcance, cada uno se anima como un ghoul bajo tu control durante 24 horas. Como acción bonus en tus turnos, puedes dar órdenes mentales a cualquier criatura animada a 120 pies (36 m) o menos, incluso a varias a la vez con la misma orden; decides su acción y movimiento o das órdenes generales como proteger un área. Si no das órdenes, la criatura esquiva y solo se mueve para evitar daño. Las órdenes se siguen hasta completarse. Tras 24 horas dejan de obedecerte, pero antes de que termine ese tiempo puedes relanzar el conjuro para reafirmar el control sobre hasta tres criaturas animadas. Con un espacio de nivel 7 controlas cuatro ghouls; con nivel 8 cinco ghouls o dos ghasts o wights; con nivel 9 seis ghouls, tres ghasts o wights, o dos momias.
","Instant.
3 m / 10 f / 2 cas
1 min",266 MdJ*,TRUE,TRUE,TRUE,150 po/cadaver,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Directo,"Brujo, Clerigo, Mago"
Crear o destruir agua,Create or Destroy Water,1,El agua aparece o desaparece.,"Produces uno de estos efectos:
Crear agua. Creas hasta 40 litros de agua limpia dentro del alcance en un recipiente abierto. Como alternativa, el agua cae en forma de lluvia en un cubo de 9 m / 30 pies de lado dentro del alcance y apaga las llamas abiertas de la zona.
Destruir agua. Destruyes hasta 40 litros de agua dentro del alcance en un recipiente abierto. Como alternativa,puedes destruir niebla en un cubo de 9 m / 30 pies de lado dentro del alcance.
Con un espacio de conjuro de nivel superior. Creas o destruyes 40 litros más de agua o el tamaño del cubo aumenta en 1,5 m / 5 pies por cada nivel por encima de 1 que tenga el espacio.","Instant.
9 m / 30 f / 6 cas
Acción",266 MdJ,TRUE,TRUE,TRUE,~,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Directo,"Druida, Clerigo"
Crecimiento espinoso,Spike Growth,2,Suelo espinoso.,"Del suelo en una esfera de 6 m / 20 pies de radio centrada en un punto dentro del alcance brotan espinas y pinchos. La zona se vuelve terreno difícil hasta que termine el conjuro. Cuando una criatura entra en la zona o se desplaza por ella, recibe 2d4 de daño perforante por cada 1,5 m / 5 pies que avanza.
La transformación del suelo se camufla, de forma que parece natural. Cualquier criatura que no pueda ver la zona cuando se lanza el conjuro deberá emplear una acción de buscar y superar una prueba de Sabiduría (Percepción o Supervivencia) contra tu CD de salvación de conjuros para reconocer que el terreno es peligroso antes de adentrarse en él.","10 min
45 m / 150 f / 30 cas
Acción",266 MdJ,TRUE,TRUE,TRUE,~,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Directo,"Druida, Explorador"
Crecimiento vegetal,Plant Growth,3,La naturaleza crece sin permiso.,"Canalizas vitalidad hacia las plantas. Con tiempo de lanzamiento de una acción, elige un punto dentro del alcance; todas las plantas normales en un radio de 30 m se vuelven densas, y las criaturas gastan 4 m de movimiento por cada metro recorrido; puedes excluir áreas dentro del radio. Con un tiempo de lanzamiento de 8 horas, todas las plantas en un radio de 750 m / 0,46 yardas se fertilizan durante 365 días, produciendo el doble de alimento; solo pueden beneficiarse de este efecto una vez al año.","Instant.
45 m / 150 f / 30 cas
Acción o 8 h",266 MdJ*,TRUE,TRUE,FALSE,~,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Directo,"Bardo, Druida, Explorador"
Cuchillo de hielo,Ice Knife,1,Hielo afilado y letal.,"Creas una esquirla de hielo y se la lanzas a una criatura dentro del alcance. Haz un ataque de conjuro a distancia contra el objetivo. Si acierta, el objetivo recibe 1d10 de daño perforante. Acierte o falle, el fragmento explotará. El objetivo y todas las criaturas a 1,5 m / 5 pies menos de él deberán superar una tirada de salvación de Destreza o recibirán 2d6 de daño de frío.
Con un espacio de conjuro de nivel superior. El daño de frío aumenta en 1d6 por cada nivel por encima de 1 que tenga el espacio.
","Instant.
18 m / 60 f / 12 cas
Acción",267 MdJ,TRUE,FALSE,TRUE,~,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,D20+ata.conj.,"Druida, Hechicero, Mago"
Curar,Heal,6,La energía vital regresa.,"Elige a una criatura que puedas ver dentro del alcance. Una energía positiva la recorre y hace que recupere 70 puntos de golpe. El conjuro también elimina los estados de cegado, ensordecido y envenenado del objetivo.
Con un espacio de conjuro de nivel superior. La curación aumenta en 10 por cada nivel por encima de 6 que tenga el espacio.
","Instant.
18 m / 60 f / 12 cas
Acción",267 MdJ,TRUE,TRUE,FALSE,~,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directo,"Clerigo, Druida"
Curar en masa,Mass Heal,9,La sanación alcanza a todos.,"De ti brota una oleada de energía curativa que envuelve a las criaturas que te rodean. Haces recuperar hasta 700 puntos de golpe, repartidos como tú escojas entre cualquier cantidad de criaturas que puedas ver dentro del alcance. Las criaturas sanadas con este conjuro también se libran de los estados de cegadas, ensordecidas y envenenadas.
","Instant.
18 m / 60 f / 12 cas
Acción",267 MdJ,TRUE,TRUE,FALSE,~,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directo,Clerigo
Curar heridas,cure Wounds,1,La herida cede ante tu toque.,"Una criatura a la que toques recupera una cantidad de puntos de golpe igual a 2d8 más tu modificador por aptitud mágica.
Con un espacio de conjuro de nivel superior. La curación aumenta en 2d8 por cada nivel por encima de 1 que tenga el espacio.","Instant.
Toque
Acción",267 MdJ,TRUE,TRUE,FALSE,~,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directo,"Bardo, Druida, Clerigo, Explorador, Paladín"
Curar heridas en masa,Mass Cure Wounds,5,La sanación alcanza a todos.,"Una ola de energía curativa brota de un punto que puedas ver dentro del alcance. Elige a hasta seis criaturas en una esfera de 9 m / 30 pies de radio centrada en ese punto. Cada objetivo recupera una cantidad de puntos de golpe igual a 5d8 más tu modificador por aptitud mágica.
Con un espacio de conjuro de nivel superior. La curación aumenta en 1d8 por cada nivel por encima de 5 que tenga el espacio.","Instant.
18 m / 60 f / 12 cas
Acción",267 MdJ,TRUE,TRUE,FALSE,~,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directo,"Bardo, Druida, Clerigo"
Dañar,Harm,6,La vida se drena.,"Desatas una magia virulenta sobre una criatura que puedas ver dentro del alcance. El objetivo hace una tirada de salvación de Constitución. Si la falla, sufre 14d6 de daño necrótico y sus puntos de golpe máximos se reducen en una cantidad igual al daño necrótico recibido. Si la supera, recibirá solo la mitad de daño. Este conjuro no puede reducir los puntos de golpe máximos del objetivo a menos de 1.","Instant.
18 m / 60 f / 12 cas
Acción",268 MdJ,TRUE,TRUE,FALSE,~,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TdS Con.,Clerigo
De la carne a la piedra,Flesh to Stone,6,La carne se vuelve roca.,"Intentas petrificar a una criatura que puedes ver dentro del alcance. El objetivo hace una tirada de salvación de Constitución; si falla, queda restringido, si tiene éxito, su velocidad es 0 hasta su próximo turno. Un objetivo restringido repite la salvación al final de cada turno; tres fallos lo petrifican y obtiene la condición de petrificado, tres aciertos terminan el hechizo. Éxitos y fallos no necesitan ser consecutivos. Las construcciones resisten automáticamente. Si mantienes concentración toda la duración, la criatura permanece petrificada hasta curación mágica.
","1 min
18 m / 60 f / 12 cas
Acción",268 MdJ*,TRUE,TRUE,TRUE,~,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TdS Con.,"Druida, Hechicero, Mago"
Dedo de la muerte,Finger of Death,7,Un final con un solo gesto.,"Desatas una energía negativa hacia una criatura que puedas ver dentro del alcance. El objetivo hace una tirada de salvación de Constitución; sufrirá 7d8 + 3d0 de daño necrótico si la falla o la mitad del daño si la supera.
Si un humanoide muere a causa de este conjuro, se alzará al principio de tu siguiente turno como un zombi (consulta el apéndice B en el MdJ) y seguirá tus órdenes verbales.
","Instant.
18 m / 60 f / 12 cas
Acción",268 MdJ,TRUE,TRUE,FALSE,~,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TdS Con.,"Brujo, Hechicero, Mago"
Descarga de fuego,Fire Bolt,Truco,Fuego en estado puro.,"Arrojas una mota de fuego a una criatura u objeto dentro del alcance. Haz un ataque de conjuro a distancia contra el objetivo. Si acierta, el objetivo recibe 1d10 de daño de fuego. Los objetos inflamables a los que acierte el conjuro empezarán a arder si nadie los lleva o viste.
Mejora de truco. El daño aumenta en 1d10 cuando alcanzas los niveles 5 (2d10), 11 (3d10) y 17 (4d10).","Instant.
36 m / 120 f / 24 cas
Acción",268 MdJ,TRUE,TRUE,FALSE,~,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,D20+ata.conj.,"Hechicero, Mago"
Descarga sobrenatural,Eldritch Blast,Truco,Pura energía desatada.,"Lanzas un rayo de energía crepitante. Realiza un ataque de conjuro a distancia contra una criatura u objeto dentro del alcance. Si acierta, el objetivo recibe 1d10 de daño de fuerza.
Mejora de truco. El conjuro crea dos rayos a nivel 5, tres rayos a nivel 11 y cuatro rayos a nivel 17. Puedes dirigir los rayos al mismo objetivo o a diferentes. Realiza una tirada de ataque diferente para cada rayo.","Instant.
36 m / 120 f / 24 cas
Acción",268 MdJ,TRUE,TRUE,FALSE,~,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,D20+ata.conj.,Brujo
Deseo,Wish,9,La realidad concede un favor.,"Deseo es el hechizo más poderoso que un mortal puede lanzar, alterando la realidad con solo hablar en voz alta. Puede duplicar cualquier hechizo de nivel 8 o inferior sin necesidad de componentes ni requisitos, funcionando automáticamente.  Alternativamente, puedes elegir un efecto propio:
Creación de objetos.
Curación instantánea.
Resistencia.
Inmunidad a conjuros.
Aprendizaje repentino.
Rehacer tiradas.
Remodelar la realidad.
(Revisa las descripciones en el MdJ).","Instant.
Lanzador
Acción",268 MdJ*,FALSE,TRUE,FALSE,~,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directo,"Hechicero, Mago"
Desintegrar,Desintegrate,6,Todo se reduce a polvo.,"Lanzas un rayo verde hacia un objetivo que puedas ver dentro del alcance. El objetivo puede ser una criatura, un objeto no mágico o una creación de fuerza mágica, como una pared creada por muro de fuerza.
Una criatura que sea objetivo de este conjuro deberá hacer una tirada de salvación de Destreza. Si la falla, recibirá 10d6 + 40 de daño de fuerza. Si este daño reduce sus puntos de golpe a 0. La criatura solo puede ser devuelta a la vida mediante un conjuro deseo o resurrección verdadera.
Este conjuro desintegra automáticamente cualquier objeto no mágico de tamaño Grande o más pequeño o cualquier creación de fuerza mágica. Si el objetivo es Enorme o mayor, el conjuro desintegrará una parte de él con forma de cubo de 3 m / 10 pies de lado.
Con un espacio de conjuro de nivel superior. El daño aumenta en 3d6 por cada nivel por encima de 6 que tenga el espacio.
","Instant.
18 m / 60 f / 12 cas
Acción",269 MdJ*,TRUE,TRUE,TRUE,~,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TdS Des.,"Hechicero, Mago"
Despertar,Awaken,5,La conciencia despierta.,"Dedicas el tiempo de lanzamiento a trazar surcos mágicos dentro de una piedra preciosa y luego tocas al objetivo, que debe ser una criatura de tipo 'bestia' o 'planta' con una puntuación de Inteligencia de 3 o menos o una planta natural que no sea una criatura. El objetivo obtiene una Inteligencia de 10 y la capacidad de hablar un idioma que conoces. Si el objetivo es una planta natural, se convierte en una criatura de tipo 'planta' y obtiene la capacidad de mover sus miembros, raíces, ramas, enredaderas, etc., así como unos sentidos similares a los de una persona. Tu DM elegirá el perfil adecuado para la planta despertada, por ejemplo el del arbusto despertado o el del árbol despertado del Manual de monstruos.
El objetivo despertado tiene el estado de hechizado durante 30 días o hasta que tú o tus aliados le causéis daño. Cuando termine el estado, la criatura despertada decidirá su actitud hacia ti.
","Instant.
Toque
8 horas",269 MdJ,TRUE,TRUE,TRUE,1000 po*,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Directo,"Bardo, Druida"
Desplazamiento,Blink,3,El mundo se distorsiona.,"Al final de cada uno de tus turnos, tiras 1d6 hasta que el conjuro termine; con un resultado de 4-6, desapareces de tu plano y apareces en el Plano Etéreo (si ya estás allí, el conjuro termina). En el Plano Etéreo, percibes el plano original en tonos de gris hasta 18 m / 60 pies; solo puedes afectar a criaturas en el Plano Etéreo y solo ellas pueden afectarte; criaturas en el otro plano no te perciben salvo que tengan capacidad especial. Al inicio de tu siguiente turno, o si el conjuro termina mientras estás en el Plano Etéreo, reapareces en un espacio sin ocupar que puedas ver a 3 m / 10 pies o menos del que abandonaste; si no hay espacio, apareces en el más cercano disponible.
","1 min
Lanzador
Acción",270 MdJ*,TRUE,TRUE,FALSE,~,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Directo,"Hechicero, Mago"
Desplazamiento entre planos,Plane Shift,7,Cruzar realidades.,"Tú y hasta ocho criaturas voluntarias que unan sus manos formando un círculo sois transportadas a un plano de existencia distinto. Puedes especificar un destino en términos generales, como la Ciudad de Oropel en el Plano Elemental del Fuego o el palacio de Dispater en el segundo nivel de los Nueve Infiernos, y apareceréis en ese destino o cerca de él, según decida tu DM.
Como alternativa, si conoces la secuencia de sellos de un círculo de teletransportación en otro plano de existencia, este conjuro puede llevarte hasta dicho círculo. Si el círculo de teletransportación es demasiado pequeño como para que quepan todas las criaturas que has transportado, aparecerán en los espacios sin ocupar más cercanos a él.
","Instant.
Toque
Acción",270 MdJ,TRUE,TRUE,TRUE,250 po,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directo,"Brujo, Clerigo, Druida, Hechicero, Mago"
Destierro,Banishment,4,Exilio forzado.,"Una criatura que puedas ver dentro del alcance deberá superar una tirada de salvación de Carisma o se teletransportará a un semiplano inofensivo hasta que termine el conjuro. Mientras permanezca allí, tendrá el estado de incapacitada. Cuando el conjuro termine, el objetivo reaparecerá en el espacio que abandonó o en el espacio sin ocupar más cercano si dicho espacio está ocupado.
Si el conjuro dura 1 minuto y el objetivo es una aberración, un celestial, un elemental, un feérico o un infernal, no regresará. En vez de ello, se teletransportará a un lugar aleatorio de un plano (a elección de tu DM) relacionado con su tipo de criatura.
Con un espacio de conjuro de nivel superior. Puedes hacer objetivo a una criatura adicional por cada nivel por encima de 4 que tenga el espacio.
","1 min
9 m / 30 f / 6 cas
Acción",270 MdJ,TRUE,TRUE,TRUE,~,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TdS Car.,"Brujo, Clerigo, Hechicero, Mago, Paladín"
Detectar el bien y el mal,Detect Evil and Good,1,Sentir la presencia del bien y el mal.,"Hasta que el conjuro termine, percibes la ubicación de cualquier aberración, celestial, elemental, feérico, infernal o muerto viviente a 9 m / 30 pies o menos de ti. También percibes si hay un conjuro consagrar activo en el espacio y su ubicación.
El conjuro no puede atravesar 30 cm / 1 pie de piedra, tierra o madera, 2,5 cm / 1 pulgada de metal o una lámina fina de plomo.
","10 min
Lanzador
Acción",270 MdJ,TRUE,TRUE,FALSE,~,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Directo,"Clerigo, Paladín"
Detectar magia,Detect Magic,1,La magia deja rastro.,"Hasta que el conjuro termine, podrás percibir la presencia de efectos mágicos a 9 m / 30 pies o menos de ti. Si percibes alguno, puedes usar una acción de magia para ver una débil aura alrededor de cualquier objeto o criatura visible dentro de la zona que esté afectada por la magia y, si el efecto lo creó un conjuro, distingues a qué escuela mágica pertenece.
El conjuro no puede atravesar 30 cm / 11 pulgadas de piedra, tierra o madera, 2,5 cm / 0,9 pulgada de metal o una lámina fina de plomo.","10 min
Lanzador
Acción o ritual",270 MdJ,TRUE,TRUE,FALSE,~,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Directo,"Bardo, Druida, Clerigo, Explorador, Brujo, Hechicero, Mago, Paladín"
Detectar pensamientos,Detect Thoughts,2,Los pensamientos no saben esconderse.,"Activas Sentir pensamientos o Leer pensamientos y puedes cambiar entre ellos como acción de magia en tus turnos.
Sentir pensamientos detecta criaturas pensantes en un radio de 9 m / 30 pies sin leer sus pensamientos; el efecto se bloquea por 30 cm de piedra, tierra o madera, 2,5 cm de metal o una lámina fina de plomo. 
Leer pensamientos permite elegir una criatura visible o detectada con Sentir pensamientos y conocer su preocupación principal si entiende un idioma o es telepática. Como acción de magia en turnos posteriores, puedes indagar más profundamente; el objetivo hace tirada de salvación de Sabiduría, si falla percibes razonamiento, emociones y preocupaciones; si supera, el conjuro termina. El objetivo sabe que indagas y puede usar su acción para intentar finalizar el conjuro con prueba de Inteligencia (Arcana) contra tu CD de salvación.","1 min
Lanzador
Acción",271 MdJ*,TRUE,TRUE,TRUE,1 pc,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Directo,"Bardo, Hechicero, Mago"
Detectar trampas,Find Traps,2,Detectas trampas.,"Detectas cualquier trampa dentro del alcance que esté en tu línea de visión. En lo que a este conjuro respecta, una trampa incluye cualquier objeto o mecanismo que fuese creado para causar un daño u otro peligro. Por tanto, el conjuro detectaría los conjuros alarma y glifo custodio o una trampa de pozo mecánica, pero no revelaría una debilidad natural del suelo, un techo inestable o un socavón oculto.
Este conjuro alerta de la existencia de una trampa, pero no te indica su ubicación. Aun así, descubres la naturaleza general del peligro que supone una trampa que detectas.","Instant.
36 m / 120 f / 24 cas
Acción",271 MdJ,TRUE,TRUE,FALSE,~,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Directo,"Explorador, Druida, Clerigo"
Detectar venenos y enfermedades,Detect Poison and Disease,1,Detectas venenos y tipos cerca.,"Hasta que el conjuro termine, percibes la ubicación de venenos, criaturas venenosas y enfermedades mágicas a 9 m / 30 pies o menos de ti, e identificas el tipo de veneno, criatura o enfermedad en cada caso. El conjuro no puede atravesar 30 cm / 1 pie de piedra, tierra o madera, 2,5 cm / 1 pulgada de metal o una lámina fina de plomo.","10 min
Lanzador
Acción o ritual",271 MdJ,TRUE,TRUE,TRUE,~,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Directo,"Druida, Clerigo, Explorador, Paladín"
Disco flotante de Tenser,Tenser's Floating Disk,1,La carga se mueve sola.,"Este conjuro crea un plano de fuerza horizontal de 90 cm / 1 pie de diámetro y 2,5 cm / 1 pulgada de grosor que flota 90 cm / 1 pie por encima del suelo en un espacio sin ocupar de tu elección que puedas ver dentro del alcance. El disco dura hasta que termina el conjuro y puede soportar un peso de hasta 250 kg. Si se pone más peso sobre él, el conjuro termina y todo lo que hay en el disco cae al suelo.
El disco permanecerá inmóvil mientras estés a 6 m o menos de él. Si te alejas a más de 6 m pies de él, te seguirá para mantenerse a 6 m de ti. Se puede mover por terreno irregular y subir y bajar escaleras, pendientes y similares, pero no puede superar un cambio de elevación de 3 m / 10 pies o más.
Por ejemplo, el disco no puede cruzar un pozo de 3 m / 10 pies de profundidad ni salir de él si se crea en el fondo de este. Si te alejas más de 30 m / 100 pies del disco (normalmente, porque no pueda superar un obstáculo para seguirte), el conjuro termina.
","1 hora
9 m / 30 f / 6 cas
Acción o ritual",271 MdJ,TRUE,TRUE,TRUE,~,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directo,Mago
Disfrazarse,Disguise Self,1,Una cara prestada.,"Te haces parecer diferente hasta que el conjuro termina, incluyendo ropa, armadura, armas y pertenencias; puedes parecer 30 cm más alto o bajo, y más pesado o ligero, manteniendo la misma disposición de miembros. La ilusión no resiste inspección física: los objetos la atraviesan y al tocarte no se percibe. Una criatura debe usar la acción de estudiar y superar una prueba de Inteligencia (Investigación) contra tu CD de salvación de conjuros para discernir la ilusión.","1 hora
Lanzador
Acción",272 MdJ*,TRUE,TRUE,FALSE,~,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Directo,"Bardo, Hechicero, Mago"
Disipar el bien y el mal,Dispel Evil and Good,5,Romper influencias oscuras.,"Hasta que termine el conjuro, celestiales, elementales, feéricos, infernales y muertos vivientes tendrán desventaja en las tiradas de ataque contra ti. Puedes poner fin al conjuro anticipadamente si usas cualquiera de las siguientes funciones especiales.
Despido. Como acción de magia, haces objetivo a una criatura que puedas ver a 1,5 m / 5 pies o menos de ti que tenga uno de los tipos de criatura anteriores. El objetivo deberá superar una tirada de salvación de Carisma o será devuelto a su plano natal si no está allí ya. Si no están en su plano natal, los muertos vivientes son enviados al Páramo Sombrío, y los feéricos, a los Parajes Feéricos.
Romper encantamiento. Como acción de magia, tocas a una criatura que tenga los estados de asustada o hechizada o esté poseída por una o más criaturas de los tipos anteriores. La criatura objetivo deja de estar poseída, asustada o hechizada por dichas criaturas.
","Hasta 1 min.
Lanzador
Acción",272 MdJ,TRUE,TRUE,TRUE,~,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directo,"Clerigo, Paladín"
Disipar magia,Dispel Magic,3,La magia se deshace.,"Elige una criatura, un objeto o un efecto mágico dentro del alcance. Cualquier conjuro activo de nivel 3 o inferior presente en el objetivo termina. Para cada conjuro activo de nivel 4 o superior, haz una prueba de característica usando tu aptitud mágica (CD 10 más el nivel de eseconjuro). Si superas la tirada, el conjuro termina.
Con un espacio de conjuro de nivel superior. Disipas automáticamente un conjuro sobre el objetivo cuyo nivelsea menor o igual al nivel del espacio de conjuro que hayas utilizado.","Instant.
36 m / 120 f / 24 cas
Acción",273  MdJ,TRUE,TRUE,FALSE,~,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directo,"Bardo, Druida, Clerigo, Explorador, Brujo, Hechicero, Mago, Paladín"
